Brand	Location	Time the brand is at screen	Duration	Screen Location	Screen Size %	Total Hits	Average Hits	Sequence Frame Number
KFC	LED Sign - GET THE APP	14:18:36	1	D	10.368	4	4	14016
KFC	Boundary Rope	14:18:37	3	A	0.278	9	3	14017
Life Direct	Boundary Rope	14:18:37	3	A	0.586	3	1	14017
ΑΝΖ	Boundary Rope	14:18:37	3	E	0.143	30	10	14017
Canterbury	Playing Kit - Shirt Front	14:18:43	10	A	0.208	10	1	14023
ΑΝΖ	Playing Kit - Shirt Front	14:18:43	10	A	0.531	10	1	14023
Dulux	Virtual Grass Sign - End of Wicket	14:18:58	6	A	0.289	6	1	14038
GJ Gardner	Virtual Grass Sign - End of Wicket	14:18:59	5	A	0.383	5	1	14039
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:18:59	5	A	0.332	5	1	14039
ΑΝΖ	LED Sight Screen	14:18:59	5	C	0.266	5	1	14039
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:18:58	6	C	0.246	11	1.833	14038
Dulux	LED Sign - End of Wicket Signage	14:19:06	1	C	5.419	4	4	14046
GJ Gardner	Virtual Grass Sign - End of Wicket	14:19:06	1	B	2.013	1	1	14046
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:19:06	1	B	1.871	1	1	14046
ΑΝΖ	LED Sight Screen	14:19:06	1	C	0.266	1	1	14046
ΑΝΖ	LED Sign - End of Wicket Signage	14:19:06	1	C	0.336	8	8	14046
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:19:06	1	C	3.345	1	1	14046
Life Direct	Boundary Rope	14:19:14	1	A	0.586	1	1	14054
KFC	Boundary Rope	14:19:14	2	A	0.278	4	2	14054
ΑΝΖ	Boundary Rope	14:19:15	1	E	0.143	3	3	14055
Canterbury	Playing Kit - Shirt Front	14:19:17	1	A	0.208	1	1	14057
ΑΝΖ	Playing Kit - Arm	14:19:17	1	A	0.240	1	1	14057
ΑΝΖ	Playing Kit - Shirt Front	14:19:17	1	A	0.531	1	1	14057
BRB	Grass Sign - Square of Wicket	14:19:23	2	B	2.083	2	1	14063
KFC	Virtual Grass Sign - Square of Wicket	14:19:24	2	C	1.623	2	1	14064
ΑΝΖ	Boundary Rope	14:19:26	3	A	0.505	30	10	14066
Canterbury	Playing Kit - Shirt Front	14:19:30	1	A	0.208	1	1	14070
ΑΝΖ	Playing Kit - Shirt Front	14:19:30	1	A	0.531	1	1	14070
ΑΝΖ	Playing Kit - Arm	14:19:30	5	A	0.240	5	1	14070
Dulux	Stumps	14:19:41	1	D	0.296	9	9	14081
KFC	Boundary Rope	14:19:35	7	A	0.278	21	3	14075
Life Direct	Boundary Rope	14:19:35	7	A	0.586	7	1	14075
Life Direct	LED Sign - End of Wicket Signage	14:19:35	7	B	1.747	28	4	14075
ΑΝΖ	Boundary Rope	14:19:35	7	E	0.143	70	10	14075
Dulux	LED Sightscreen	14:19:43	1	A	0.266	1	1	14083
GJ Gardner	Virtual Grass Sign - End of Wicket	14:19:43	1	B	2.013	1	1	14083
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:19:43	1	B	1.871	1	1	14083
ΑΝΖ	LED Sign - End of Wicket Signage	14:19:43	1	C	0.336	8	8	14083
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:19:43	1	C	3.345	1	1	14083
Ford	Player Kit - Shirt Back	14:19:52	1	A	0.384	1	1	14092
Canterbury	Playing Kit - Shirt Front	14:19:52	5	A	0.208	7	1.400	14092
ΑΝΖ	Playing Kit - Shirt Front	14:19:52	5	A	0.531	7	1.400	14092
NZC	Umpire Jersey Front	14:20:02	1	B	0.395	1	1	14102
Dulux	Virtual Grass Sign - End of Wicket	14:20:04	2	A	6.162	2	1	14104
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:20:04	2	C	6.637	2	1	14104
ΑΝΖ	Playing Kit - Arm	14:20:12	5	A	0.240	5	1	14112
Dulux	LED Sign - End of Wicket Signage	14:20:12	6	C	5.419	10	1.667	14112
KFC	Boundary Rope	14:20:14	4	A	0.278	12	3	14114
Life Direct	Boundary Rope	14:20:14	4	A	0.586	4	1	14114
ΑΝΖ	Boundary Rope	14:20:14	4	E	0.143	40	10	14114
Canterbury	Playing Kit - Shirt Front	14:20:17	4	A	0.208	4	1	14117
ΑΝΖ	Playing Kit - Shirt Front	14:20:17	4	A	0.531	4	1	14117
ΑΝΖ	Boundary Rope	14:20:34	1	E	0.143	8	8	14134
Canterbury	Playing Kit - Shirt Front	14:20:35	5	A	0.208	5	1	14135
ΑΝΖ	Playing Kit - Shirt Front	14:20:35	5	A	0.531	5	1	14135
Canterbury	Playing Kit - Shirt Front	14:20:41	3	A	0.208	3	1	14141
ΑΝΖ	Playing Kit - Arm	14:20:35	9	A	0.240	9	1	14135
ΑΝΖ	Playing Kit - Shirt Front	14:20:41	3	A	0.531	3	1	14141
BRB	Grass Sign - Square of Wicket	14:20:44	6	B	2.083	6	1	14144
Ford	Virtual Grass Sign - Square of Wicket	14:20:44	6	A	3.269	6	1	14144
KFC	Virtual Grass Sign - Square of Wicket	14:20:44	6	C	1.623	6	1	14144
Life Direct	Virtual Grass Sign - Square of Wicket	14:20:44	6	A	3.361	6	1	14144
Dulux	LED Sign - End of Wicket Signage	14:20:50	6	C	5.419	6	1	14150
ΑΝΖ	Playing Kit - Arm	14:20:50	6	A	0.240	6	1	14150
GJ Gardner	Virtual Grass Sign - End of Wicket	14:20:58	1	B	2.013	1	1	14158
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:20:56	3	B	1.871	3	1	14156
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:20:56	3	C	3.345	3	1	14156
Canterbury	Playing Kit - Shirt Front	14:21:08	7	A	0.208	7	1	14168
ΑΝΖ	Playing Kit - Arm	14:21:10	7	A	0.240	7	1	14170
ΑΝΖ	Playing Kit - Shirt Front	14:21:08	9	A	0.531	9	1	14168
Ford	Player Kit - Shirt Back	14:21:15	3	A	0.384	3	1	14175
ΑΝΖ	Playing Kit - Arm	14:21:18	2	A	0.240	2	1	14178
Canterbury	Playing Kit - Shirt Front	14:21:18	22	A	0.208	42	1.909	14178
Ford	Player Kit - Shirt Back	14:21:39	1	A	0.384	1	1	14199
ΑΝΖ	Playing Kit - Shirt Front	14:21:18	22	A	0.531	42	1.909	14178
Canterbury	Playing Kit - Shirt Front	14:21:41	4	A	0.208	4	1	14201
ΑΝΖ	Playing Kit - Shirt Front	14:21:41	4	A	0.531	4	1	14201
ΑΝΖ	Playing Kit - Arm	14:21:28	18	A	0.240	18	1	14188
Ford	Player Kit - Shirt Back	14:21:46	3	A	0.384	3	1	14206
GJ Gardner	Umpire Jersey Back	14:21:46	3	C	0.258	3	1	14206
GJ Gardner	Umpire Jersey Back - Homes	14:21:46	3	A	0.133	3	1	14206
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:21:56	2	B	1.871	2	1	14216
Dulux	Virtual Grass Sign - End of Wicket	14:22:05	3	A	6.162	3	1	14225
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:22:05	3	C	6.637	3	1	14225
Dulux	LED Sign - End of Wicket Signage	14:22:11	6	C	5.419	35	5.833	14231
Dulux	Virtual Grass Sign - End of Wicket	14:22:10	7	A	0.289	7	1	14230
GJ Gardner	LED Sightscreen	14:22:12	5	A	0.258	5	1	14232
GJ Gardner	LED Sightscreen - Homes	14:22:11	6	A	0.133	6	1	14231
GJ Gardner	Virtual Grass Sign - End of Wicket	14:22:12	5	A	0.383	5	1	14232
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:22:12	5	A	0.332	5	1	14232
ΑΝΖ	LED Sign - End of Wicket Signage	14:22:11	6	C	0.336	48	8	14231
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:22:10	7	C	0.246	12	1.714	14230
BRB	Grass Sign - Square of Wicket	14:22:17	2	C	2.083	2	1	14237
GJ Gardner	Umpire Jersey Front	14:22:31	1	A	0.258	1	1	14251
GJ Gardner	Umpire Jersey Front - Homes	14:22:31	1	A	0.133	1	1	14251
NZC	Umpire Jersey Front	14:22:31	1	A	0.395	1	1	14251
NZC	Umpire Cap	14:22:39	2	A	0.320	2	1	14259
Canterbury	Playing Kit - Shirt Front	14:22:45	6	A	0.208	6	1	14265
ΑΝΖ	Playing Kit - Arm	14:22:45	6	A	0.240	6	1	14265
ΑΝΖ	Playing Kit - Shirt Front	14:22:45	6	A	0.531	6	1	14265
GJ Gardner	LED Sign	14:22:52	1	A	7.751	5	5	14272
GJ Gardner	LED Sign - Homes	14:22:52	1	A	1.827	5	5	14272
GJ Gardner	Virtual Grass Sign - End of Wicket	14:22:52	4	B	2.013	4	1	14272
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:22:52	4	A	1.871	4	1	14272
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:22:52	4	A	6.637	4	1	14272
GJ Gardner	LED Sign	14:22:58	1	A	7.751	1	1	14278
GJ Gardner	LED Sign - Homes	14:22:58	1	A	1.827	1	1	14278
KFC	Boundary Rope	14:22:59	1	A	0.278	3	3	14279
Life Direct	Boundary Rope	14:22:59	1	A	0.586	1	1	14279
ΑΝΖ	Boundary Rope	14:22:59	1	E	0.143	10	10	14279
Dulux	Virtual Grass Sign - End of Wicket	14:23:01	1	A	6.162	1	1	14281
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:23:01	1	C	6.637	1	1	14281
Dulux	LED Sign - End of Wicket Signage	14:23:04	2	C	5.419	6	3	14284
Dulux	Virtual Grass Sign - End of Wicket	14:23:04	2	A	6.162	2	1	14284
ΑΝΖ	LED Sight Screen	14:23:04	2	C	0.266	2	1	14284
ΑΝΖ	LED Sign - End of Wicket Signage	14:23:04	2	C	0.336	16	8	14284
GJ Gardner	Virtual Grass Sign - End of Wicket	14:23:06	1	B	2.013	1	1	14286
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:23:06	1	B	1.871	1	1	14286
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:23:04	3	C	3.345	3	1	14284
BRB	LED Sign	14:23:08	2	C	0.182	2	1	14288
BRB	LED Sign - Boundary Rd Brewery	14:23:08	2	C	0.246	2	1	14288
KFC	Boundary Rope	14:23:08	3	A	0.278	9	3	14288
Life Direct	Boundary Rope	14:23:08	3	A	0.586	3	1	14288
ΑΝΖ	Boundary Rope	14:23:08	3	E	0.143	30	10	14288
GJ Gardner	Virtual Grass Sign - End of Wicket	14:23:11	1	A	0.383	1	1	14291
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:23:11	1	A	0.332	1	1	14291
ΑΝΖ	LED Sight Screen	14:23:11	1	C	0.266	1	1	14291
Dulux	LED Sign - End of Wicket Signage	14:23:12	1	C	5.419	8	8	14292
Dulux	Virtual Grass Sign - End of Wicket	14:23:11	2	A	6.162	2	1	14291
ΑΝΖ	LED Sign - End of Wicket Signage	14:23:12	1	C	0.336	8	8	14292
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:23:11	2	A	6.637	3	1.500	14291
KFC	Boundary Rope	14:23:15	1	A	0.278	1	1	14295
Life Direct	Boundary Rope	14:23:15	1	D	0.586	1	1	14295
ΑΝΖ	Boundary Rope	14:23:13	3	A	0.367	7	2.333	14293
Canterbury	Playing Kit - Shirt Front	14:23:16	3	A	0.208	3	1	14296
ΑΝΖ	Playing Kit - Shirt Front	14:23:16	3	A	0.531	3	1	14296
ΑΝΖ	Playing Kit - Arm	14:23:16	6	A	0.240	6	1	14296
Dulux	Virtual Grass Sign - End of Wicket	14:23:22	3	A	6.162	3	1	14302
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:23:22	3	C	6.637	3	1	14302
Dulux	Virtual Grass Sign - End of Wicket	14:23:26	1	A	6.162	1	1	14306
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:23:26	1	C	6.637	1	1	14306
Canterbury	Playing Kit - Shirt Front	14:23:33	4	A	0.208	4	1	14313
ΑΝΖ	Playing Kit - Shirt Front	14:23:33	4	A	0.531	4	1	14313
Ford	Player Kit - Shirt Back	14:23:43	3	A	0.384	3	1	14323
ΑΝΖ	Playing Kit - Arm	14:23:46	1	A	0.240	1	1	14326
BRB	Grass Sign - Square of Wicket	14:23:51	1	A	2.083	1	1	14331
GJ Gardner	Virtual Grass Sign - End of Wicket	14:24:04	2	B	2.013	2	1	14344
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:24:04	2	B	1.871	2	1	14344
NZC	Umpire Cap	14:24:04	2	A	0.320	2	1	14344
Canterbury	Playing Kit - Shirt Front	14:24:06	8	A	0.208	8	1	14346
ΑΝΖ	Playing Kit - Arm	14:24:06	8	A	0.240	8	1	14346
ΑΝΖ	Playing Kit - Shirt Front	14:24:06	8	A	0.531	8	1	14346
GJ Gardner	Virtual Grass Sign - End of Wicket	14:24:15	3	B	2.013	3	1	14355
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:24:15	3	B	1.871	3	1	14355
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:24:15	3	C	3.345	3	1	14355
Oral B	LED Sign	14:24:20	4	A	1.379	4	1	14360
Oral B	LED Sign - 100% Cleaner Teeth, Healthier Gums in 1 Week	14:24:20	4	D	2.828	7	1.750	14360
Dulux	LED Sign - End of Wicket Signage	14:24:25	2	C	5.419	6	3	14365
Dulux	Stumps	14:24:24	3	D	0.296	27	9	14364
KFC	Boundary Rope	14:24:23	4	A	0.278	6	1.500	14363
Life Direct	Boundary Rope	14:24:23	4	A	0.586	4	1	14363
ΑΝΖ	Boundary Rope	14:24:23	4	E	0.367	16	2	14363
Canterbury	Playing Kit - Shirt Front	14:24:27	1	A	0.208	1	1	14367
ΑΝΖ	Playing Kit - Shirt Front	14:24:26	2	A	0.531	2	1	14366
Dulux	Virtual Grass Sign - End of Wicket	14:24:29	3	A	6.162	3	1	14369
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:24:29	3	C	6.637	3	1	14369
Dulux	Virtual Grass Sign - End of Wicket	14:24:34	1	A	6.162	1	1	14374
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:24:34	1	C	6.637	1	1	14374
ΑΝΖ	Playing Kit - Arm	14:24:41	3	A	0.240	3	1	14381
Canterbury	Playing Kit - Shirt Front	14:24:42	4	A	0.208	4	1	14382
ΑΝΖ	Playing Kit - Shirt Front	14:24:42	4	A	0.531	4	1	14382
ΑΝΖ	Playing Kit - Arm	14:24:46	1	A	0.240	1	1	14386
Canterbury	Playing Kit - Shirt Front	14:24:48	15	A	0.208	15	1	14388
Ford	Player Kit - Shirt Back	14:24:44	19	A	0.384	20	1.053	14384
ΑΝΖ	Playing Kit - Shirt Front	14:24:48	15	A	0.531	15	1	14388
Ford	Player Kit - Shirt Back	14:25:13	1	A	0.384	1	1	14413
BRB	Grass Sign - Square of Wicket	14:25:14	8	B	2.083	8	1	14414
Ford	Virtual Grass Sign - Square of Wicket	14:25:16	6	A	3.269	6	1	14416
KFC	Virtual Grass Sign - Square of Wicket	14:25:14	8	C	1.623	8	1	14414
Life Direct	Virtual Grass Sign - Square of Wicket	14:25:16	6	A	3.361	6	1	14416
Dulux	Virtual Grass Sign - End of Wicket	14:25:24	1	A	6.162	1	1	14424
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:25:24	1	A	6.637	1	1	14424
Dulux	Virtual Grass Sign - End of Wicket	14:25:37	1	A	6.162	1	1	14437
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:25:37	1	A	6.637	1	1	14437
BRB	Grass Sign - Square of Wicket	14:25:43	1	B	2.083	1	1	14443
KFC	Virtual Grass Sign - Square of Wicket	14:25:43	1	C	1.623	1	1	14443
Canterbury	Playing Kit - Shirt Front	14:25:44	7	A	0.208	7	1	14444
ΑΝΖ	Playing Kit - Shirt Front	14:25:44	7	A	0.531	7	1	14444
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:25:53	1	B	1.871	1	1	14453
GJ Gardner	Virtual Grass Sign - End of Wicket	14:25:55	1	B	2.013	1	1	14455
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:25:55	1	B	1.871	1	1	14455
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:25:55	1	C	3.345	1	1	14455
BRB	Grass Sign - Square of Wicket	14:26:00	2	B	2.083	2	1	14460
Ford	Virtual Grass Sign - Square of Wicket	14:26:00	2	A	3.269	2	1	14460
KFC	Virtual Grass Sign - Square of Wicket	14:26:00	2	C	1.623	2	1	14460
Life Direct	Virtual Grass Sign - Square of Wicket	14:26:00	2	A	3.361	2	1	14460
Canterbury	Playing Kit - Shirt Front	14:26:07	10	A	0.208	10	1	14467
ΑΝΖ	Playing Kit - Shirt Front	14:26:07	10	A	0.531	10	1	14467
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:26:17	2	B	1.871	2	1	14477
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:26:17	2	C	3.345	2	1	14477
GJ Gardner	Virtual Grass Sign - End of Wicket	14:26:21	1	B	2.013	1	1	14481
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:26:21	1	B	1.871	1	1	14481
ΑΝΖ	LED Sight Screen	14:26:20	2	C	0.266	2	1	14480
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:26:21	1	C	3.345	1	1	14481
KFC	Virtual Grass Sign - Square of Wicket	14:26:39	1	E	1.623	1	1	14499
KFC	LED Sign	14:26:42	1	E	5.027	3	3	14502
KFC	LED Sign - GET THE APP	14:26:42	1	D	10.368	3	3	14502
Ford	Player Kit - Shirt Back	14:26:50	4	A	0.384	4	1	14510
Canterbury	Playing Kit - Shirt Front	14:26:55	3	A	0.208	3	1	14515
ΑΝΖ	Playing Kit - Shirt Front	14:26:55	3	A	0.531	3	1	14515
Ford	Player Kit - Shirt Back	14:26:58	9	A	0.384	9	1	14518
Canterbury	Playing Kit - Shirt Front	14:27:10	2	A	0.208	2	1	14530
ΑΝΖ	Playing Kit - Shirt Front	14:27:10	2	A	0.531	2	1	14530
Canterbury	Playing Kit - Shirt Front	14:27:14	1	A	0.208	1	1	14534
ΑΝΖ	Playing Kit - Shirt Front	14:27:14	1	A	0.531	1	1	14534
Ford	Player Kit - Shirt Back	14:27:15	3	A	0.384	3	1	14535
Canterbury	Playing Kit - Shirt Front	14:27:41	3	A	0.208	3	1	14561
ΑΝΖ	Playing Kit - Shirt Front	14:27:41	3	A	0.531	3	1	14561
Canterbury	Playing Kit - Shirt Front	14:27:45	2	A	0.208	2	1	14565
ΑΝΖ	Playing Kit - Shirt Front	14:27:45	2	A	0.531	2	1	14565
Dulux	LED Sign - End of Wicket Signage	14:27:53	7	C	5.419	28	4	14573
Dulux	Virtual Grass Sign - End of Wicket	14:27:59	1	A	6.162	1	1	14579
GJ Gardner	Virtual Grass Sign - End of Wicket	14:27:52	8	B	2.013	8	1	14572
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:27:52	8	B	1.871	8	1	14572
ΑΝΖ	LED Sight Screen	14:27:53	7	C	0.266	7	1	14573
ΑΝΖ	LED Sign - End of Wicket Signage	14:27:53	7	C	0.336	56	8	14573
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:27:52	8	C	3.345	8	1	14572
Canterbury	Playing Kit - Shirt Front	14:28:00	3	A	0.208	3	1	14580
ΑΝΖ	Playing Kit - Arm	14:28:01	2	A	0.240	2	1	14581
ΑΝΖ	Playing Kit - Shirt Front	14:28:00	3	A	0.531	3	1	14580
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:28:14	2	B	1.871	2	1	14594
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:28:14	2	C	3.345	2	1	14594
Canterbury	Playing Kit - Shirt Front	14:28:23	5	A	0.208	5	1	14603
ΑΝΖ	Playing Kit - Shirt Front	14:28:23	5	A	0.531	5	1	14603
Ford	Player Kit - Shirt Back	14:28:28	7	A	0.384	8	1.143	14608
ΑΝΖ	Playing Kit - Arm	14:28:34	3	A	0.240	3	1	14614
ΑΝΖ	Playing Kit - Shirt Front	14:28:37	3	A	0.531	3	1	14617
GJ Gardner	Virtual Grass Sign - End of Wicket	14:28:42	1	B	2.013	1	1	14622
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:28:40	3	B	1.871	3	1	14620
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:28:40	3	C	3.345	3	1	14620
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:28:47	5	C	3.345	5	1	14627
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:28:47	6	B	1.871	6	1	14627
ΑΝΖ	Boundary Rope	14:28:53	2	E	0.832	8	3	14633
Canterbury	Playing Kit - Shirt Front	14:29:02	5	A	0.208	5	1	14642
ΑΝΖ	Playing Kit - Shirt Front	14:29:02	5	A	0.531	5	1	14642
ΑΝΖ	Playing Kit - Arm	14:29:11	1	A	0.240	1	1	14651
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:29:12	2	B	1.871	2	1	14652
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:29:12	2	C	3.345	2	1	14652
Dulux	LED Sightscreen	14:29:16	1	A	0.266	1	1	14656
Dulux	LED Sign - End of Wicket Signage	14:29:15	2	C	5.419	8	4	14655
GJ Gardner	Virtual Grass Sign - End of Wicket	14:29:15	2	C	2.013	2	1	14655
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:29:15	2	A	1.871	2	1	14655
Pals	LED Sign	14:29:16	1	B	0.140	6	6	14656
ΑΝΖ	LED Sign - End of Wicket Signage	14:29:15	2	C	0.336	14	7	14655
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:29:15	2	C	3.345	2	1	14655
Canterbury	Playing Kit - Shirt Front	14:29:23	8	A	0.208	8	1	14663
ΑΝΖ	Playing Kit - Shirt Front	14:29:23	8	A	0.531	8	1	14663
Canterbury	Playing Kit - Shirt Front	14:29:32	1	A	0.208	1	1	14672
ΑΝΖ	Playing Kit - Shirt Front	14:29:32	1	A	0.531	1	1	14672
Ford	Player Kit - Shirt Back	14:29:30	9	A	0.384	15	1.667	14670
Dulux	TVGI Series Text	14:29:43	32	B	0.498	32	1	14683
Canterbury	Playing Kit - Shirt Front	14:30:25	2	A	0.208	2	1	14725
ΑΝΖ	Playing Kit - Shirt Front	14:30:25	2	A	0.531	2	1	14725
Ford	Player Kit - Shirt Back	14:30:27	1	A	0.384	1	1	14727
ΑΝΖ	Playing Kit - Arm	14:30:28	2	A	0.240	2	1	14728
Canterbury	Playing Kit - Shirt Front	14:30:28	5	A	0.208	5	1	14728
ΑΝΖ	Playing Kit - Shirt Front	14:30:28	5	A	0.531	5	1	14728
Dulux	LED Sightscreen	14:30:38	8	C	0.266	8	1	14738
Dulux	Virtual Grass Sign - End of Wicket	14:30:38	8	A	0.289	8	1	14738
GJ Gardner	Virtual Grass Sign - End of Wicket	14:30:38	8	D	0.383	8	1	14738
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:30:38	8	D	0.332	8	1	14738
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:30:38	8	C	0.246	16	2	14738
ΑΝΖ	Playing Kit - Arm	14:30:46	3	A	0.240	3	1	14746
Dulux	LED Sightscreen	14:30:57	3	A	0.266	3	1	14757
Dulux	Virtual Grass Sign - End of Wicket	14:30:57	3	A	0.289	3	1	14757
GJ Gardner	Virtual Grass Sign - End of Wicket	14:30:57	3	A	0.383	3	1	14757
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:30:57	3	A	0.332	3	1	14757
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:30:57	3	A	0.246	6	2	14757
Dulux	LED Sign - End of Wicket Signage	14:31:00	2	C	5.419	4	2	14760
Dulux	Stumps	14:31:00	2	D	0.296	6	3	14760
KFC	Boundary Rope	14:31:00	2	A	0.278	2	1	14760
Life Direct	Boundary Rope	14:31:00	2	D	0.586	2	1	14760
ΑΝΖ	Boundary Rope	14:31:00	2	E	0.367	4	2	14760
ΑΝΖ	Playing Kit - Arm	14:31:00	2	A	0.240	2	1	14760
Dulux	Virtual Grass Sign - End of Wicket	14:31:04	4	A	6.162	4	1	14764
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:31:04	4	C	6.637	4	1	14764
KFC	Virtual Grass Sign - Square of Wicket	14:31:08	2	C	1.623	2	1	14768
ΑΝΖ	Playing Kit - Arm	14:31:14	3	A	0.240	3	1	14774
Canterbury	Playing Kit - Shirt Front	14:31:14	7	A	0.208	7	1	14774
ΑΝΖ	Playing Kit - Shirt Front	14:31:14	7	A	0.531	7	1	14774
Ford	Player Kit - Shirt Back	14:31:28	6	A	0.384	6	1	14788
Canterbury	Playing Kit - Shirt Front	14:31:34	1	A	0.208	1	1	14794
ΑΝΖ	Playing Kit - Shirt Front	14:31:34	1	A	0.531	1	1	14794
Dulux	Virtual Grass Sign - End of Wicket	14:31:39	3	A	6.162	3	1	14799
GJ Gardner	Virtual Grass Sign - End of Wicket	14:31:42	1	B	2.013	1	1	14802
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:31:42	1	B	1.871	1	1	14802
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:31:39	4	C	3.345	4	1	14799
Dulux	Virtual Grass Sign - End of Wicket	14:31:48	3	A	6.162	3	1	14808
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:31:48	3	C	6.637	3	1	14808
GJ Gardner	LED Sign	14:31:51	1	A	7.751	1	1	14811
GJ Gardner	LED Sign - Homes	14:31:51	1	A	1.827	1	1	14811
KFC	Boundary Rope	14:31:52	1	A	0.278	1	1	14812
ΑΝΖ	Boundary Rope	14:31:52	1	E	0.367	2	2	14812
Canterbury	Playing Kit - Shirt Front	14:31:53	2	A	0.208	2	1	14813
Canterbury	Playing Kit - Shirt Front	14:31:56	1	A	0.208	1	1	14816
ΑΝΖ	Playing Kit - Shirt Front	14:31:55	2	A	0.531	2	1	14815
Canterbury	Playing Kit - Shirt Front	14:32:01	8	A	0.208	8	1	14821
ΑΝΖ	Playing Kit - Shirt Front	14:32:01	12	A	0.531	12	1	14821
ΑΝΖ	Playing Kit - Arm	14:31:57	18	A	0.240	18	1	14817
Dulux	Virtual Grass Sign - End of Wicket	14:32:23	3	A	6.162	3	1	14843
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:32:23	3	C	6.637	3	1	14843
Canterbury	Playing Kit - Shirt Front	14:32:31	1	A	0.208	1	1	14851
ΑΝΖ	Playing Kit - Shirt Front	14:32:31	1	A	0.531	1	1	14851
GJ Gardner	Umpire Jersey Front	14:32:32	1	A	0.258	1	1	14852
GJ Gardner	Umpire Jersey Front - Homes	14:32:32	1	A	0.133	1	1	14852
NZC	Umpire Cap	14:32:32	1	C	0.320	1	1	14852
NZC	Umpire Jersey Front	14:32:32	1	A	0.395	1	1	14852
Ford	Player Kit - Shirt Back	14:32:34	2	A	0.384	2	1	14854
ΑΝΖ	Playing Kit - Arm	14:32:35	5	A	0.240	5	1	14855
Canterbury	Playing Kit - Shirt Front	14:32:33	8	A	0.208	10	1.250	14853
ΑΝΖ	Playing Kit - Shirt Front	14:32:33	8	A	0.531	10	1.250	14853
BRB	Grass Sign - Square of Wicket	14:32:44	1	B	2.083	1	1	14864
KFC	Virtual Grass Sign - Square of Wicket	14:32:44	1	C	1.623	1	1	14864
Dulux	LED Sign - End of Wicket Signage	14:32:51	2	C	5.419	6	3	14871
Dulux	Stumps	14:32:50	3	D	0.296	36	12	14870
KFC	Boundary Rope	14:32:50	3	A	0.278	9	3	14870
Life Direct	Boundary Rope	14:32:50	3	A	0.586	3	1	14870
ΑΝΖ	Boundary Rope	14:32:50	3	E	0.143	30	10	14870
